  lote_ID,prueba,Equipo,resultado,Linea_produccion,hora_muestreo,Dia
L-2024-0225,pH,Balanza-03,Conforme,Linea A,06:33:02,Viernes
L-2024-0186,Friabilidad,Disolutor-02,Conforme,Linea B,13:16:56,Jueves
L-2024-0191,Espesor,Durometro-02,Conforme,Linea B,11:42:06,Jueves
L-2024-0014,Uniformidad de contenido,Termobalanza-01,Conforme,Linea B,06:55:10,Viernes
L-2024-0239,Espesor,Disolutor-01,Conforme,Linea A,09:02:20,Lunes
L-2024-0235,Tiempo de desintegracion,phmetro-01,Alerta,Linea B,11:27:17,Miercoles
L-2024-0187,Peso promedio,Durometro-01,Conforme,Linea A,20:34:25,Miercoles
L-2024-0159,Espesor,HPLC-01,Conforme,Linea B,20:59:48,Martes
L-2024-0107,Peso promedio,Durometro-01,Conforme,Linea A,16:30:32,Martes
L-2024-0064,Dureza,HPLC-02,Conforme,Linea A,15:20:59,Martes
L-2024-0056,Disolucion 30 min,HPLC-01,Conforme,Linea A,20:13:25,Jueves
L-2024-0035,Dureza,Balanza-03,Conforme,Linea B,09:08:56,Viernes
L-2024-0090,Peso promedio,Balanza-03,Conforme,Linea B,20:17:07,Miercoles
L-2024-0257,pH,phmetro-01,Conforme,Linea B,08:02:30,Martes
L-2024-0023,Tiempo de desintegracion,HPLC-01,Conforme,Linea B,06:41:38,Viernes
L-2024-0054,pH,,Conforme,Linea A,16:46:49,Lunes
L-2024-0184,Tiempo de desintegracion,Disolutor-02,Alerta,Linea A,10:25:24,Viernes
L-2024-0068,Humedad,phmetro-01,Conforme,Linea B,21:54:01,Martes
L-2024-0123,Disolucion 30 min,Termobalanza-01,Conforme,Linea A,09:23:46,Viernes
L-2024-0028,Tiempo de desintegracion,Disolutor-01,Conforme,Linea B,06:35:12,Jueves
L-2024-0091,Peso promedio,Balanza-03,Conforme,Linea B,06:54:35,Viernes
L-2024-0070,Dureza,HPLC-02,Conforme,Linea A,13:12:52,Martes
L-2024-0218,Humedad,,Conforme,Linea A,11:58:00,Viernes
L-2024-0049,Tiempo de desintegracion,HPLC-02,Conforme,Linea A,06:02:50,Jueves
L-2024-0090,Tiempo de desintegracion,Disolutor-02,Conforme,Linea A,13:46:28,Miercoles
L-2024-0092,Espesor,Durometro-02,Conforme,Linea A,12:21:44,Martes
L-2024-0229,Disolucion 30 min,Durometro-02,Conforme,Linea A,19:49:01,Martes
L-2024-0201,Humedad,phmetro-01,Alerta,Linea A,07:20:02,Lunes
L-2024-0242,Dureza,Termobalanza-01,Conforme,Linea B,08:50:14,Jueves
L-2024-0178,Uniformidad de contenido,HPLC-02,Conforme,Linea A,11:02:28,Martes
L-2024-0186,pH,Balanza-03,Conforme,Linea A,15:36:37,Martes
L-2024-0239,Dureza,Disolutor-02,Conforme,Linea A,09:19:02,Lunes
L-2024-0179,pH,Durometro-01,Conforme,Linea A,07:08:48,Lunes
L-2024-0111,Peso promedio,Durometro-01,Conforme,Linea A,08:43:58,Lunes
L-2024-0020,Friabilidad,phmetro-01,Conforme,Linea B,12:46:31,Martes
L-2024-0022,Friabilidad,Termobalanza-01,Conforme,Linea A,11:51:46,Martes
L-2024-0105,Peso promedio,Disolutor-01,Conforme,Linea A,13:06:55,Jueves
L-2024-0155,Humedad,Balanza-03,Fuera de Especificacion (OOS),Linea A,18:11:23,Jueves
L-2024-0231,Peso promedio,HPLC-01,Alerta,Linea A,11:42:18,Lunes
L-2024-0143,Dureza,Durometro-01,Conforme,Linea B,21:05:21,Jueves
L-2024-0151,Humedad,phmetro-01,Conforme,Linea B,08:42:55,Jueves
L-2024-0028,Dureza,Durometro-01,Conforme,Linea B,20:02:12,Miercoles
L-2024-0159,Friabilidad,Termobalanza-01,Conforme,Linea B,07:03:31,Martes
L-2024-0041,Friabilidad,Balanza-04,Conforme,Linea A,13:31:11,Viernes
L-2024-0089,Dureza,Durometro-02,Conforme,Linea B,18:04:35,Lunes
L-2024-0233,Uniformidad de contenido,HPLC-02,Conforme,Linea B,07:25:08,Miercoles
L-2024-0075,Tiempo de desintegracion,Durometro-01,Conforme,Linea B,16:44:46,Lunes
L-2024-0225,Friabilidad,HPLC-02,Conforme,Linea A,06:45:28,Viernes
L-2024-0106,Uniformidad de contenido,HPLC-01,Conforme,Linea B,10:06:09,Miercoles
L-2024-0247,Peso promedio,Balanza-03,Conforme,Linea B,10:37:39,Jueves
L-2024-0206,Uniformidad de contenido,HPLC-01,Conforme,Linea A,12:51:00,Lunes
L-2024-0110,Dureza,Balanza-03,Conforme,linea a,18:46:04,Miercoles
L-2024-0163,Uniformidad de contenido,Disolutor-02,Conforme,Linea B,18:43:11,Miercoles
L-2024-0030,Espesor,Termobalanza-01,Conforme,Linea A,16:35:18,Lunes
L-2024-0017,Tiempo de desintegracion,Balanza-03,Conforme,Linea A,11:51:29,Jueves
L-2024-0240,pH,Durometro-02,Conforme,Linea A,13:30:48,Miercoles
L-2024-0093,pH,HPLC-02,Conforme,Linea A,17:10:30,Lunes
L-2024-0069,Friabilidad,HPLC-01,Conforme,Linea A,06:33:39,Viernes
L-2024-0119,pH,HPLC-02,Conforme,Linea A,06:03:12,Martes
L-2024-0028,pH,Durometro-01,Conforme,Linea A,07:03:38,Jueves
L-2024-0172,Dureza,Disolutor-01,Alerta,Linea B,16:44:43,Lunes
L-2024-0244,Tiempo de desintegracion,HPLC-01,Conforme,Linea A,09:13:27,Viernes
L-2024-0082,Peso promedio,HPLC-01,Alerta,Linea A,08:43:53,Miercoles
L-2024-0069,Friabilidad,HPLC-02,Conforme,Linea A,18:23:38,Lunes
L-2024-0158,Friabilidad,HPLC-01,Conforme,Linea A,10:16:56,Martes
L-2024-0137,Disolucion 30 min,Durometro-01,Conforme,Linea B,07:26:35,Martes
L-2024-0247,Espesor,Durometro-02,Conforme,Linea A,21:20:20,Lunes
L-2024-0196,Espesor,HPLC-01,Alerta,Linea A,06:57:43,Jueves
L-2024-0228,Humedad,HPLC-02,Conforme,Linea B,07:22:26,Lunes
L-2024-0206,Tiempo de desintegracion,Termobalanza-01,Fuera de Especificacion (OOS),Linea B,06:21:16,Jueves
L-2024-0223,Peso promedio,HPLC-01,Alerta,Linea A,21:17:36,Lunes
L-2024-0004,Uniformidad de contenido,HPLC-01,Conforme,Linea A,16:22:19,Lunes
L-2024-0210,Humedad,Balanza-03,Conforme,Linea B,16:03:34,Martes
L-2024-0026,Humedad,Durometro-02,Conforme,Linea B,09:11:30,Jueves
L-2024-0116,Uniformidad de contenido,HPLC-02,Conforme,Linea A,07:55:46,Miercoles
L-2024-0172,Friabilidad,Balanza-03,Alerta,Linea B,07:46:12,Viernes
L-2024-0212,Tiempo de desintegracion,phmetro-01,Conforme,Linea B,15:31:00,Viernes
L-2024-0173,Humedad,Disolutor-01,Alerta,Linea B,06:41:25,Lunes
L-2024-0134,pH,Durometro-01,Conforme,Linea B,10:29:38,Jueves
L-2024-0128,pH,Disolutor-02,Conforme,Linea B,11:27:46,Jueves
L-2024-0160,Dureza,HPLC-01,Conforme,Linea A,11:45:29,Jueves
L-2024-0123,pH,HPLC-01,Conforme,Linea A,08:04:50,Martes
L-2024-0187,Tiempo de desintegracion,Balanza-04,Conforme,linea b,17:47:01,Martes
L-2024-0020,pH,phmetro-01,Conforme,Linea A,19:26:58,Lunes
L-2024-0177,pH,HPLC-01,Conforme,Linea A,19:40:10,Miercoles
L-2024-0073,,Durometro-01,Alerta,Linea A,09:13:30,Lunes
L-2024-0004,Espesor,Termobalanza-01,Conforme,Linea A,09:10:43,Martes
L-2024-0256,Dureza,Balanza-04,Alerta,Linea A,13:09:15,Viernes
L-2024-0218,Dureza,HPLC-02,Conforme,Linea A,19:18:10,Miercoles
L-2024-0184,Tiempo de desintegracion,Disolutor-01,Conforme,Linea A,18:03:24,Jueves
L-2024-0147,pH,phmetro-01,Conforme,Linea B,19:21:44,Martes
L-2024-0128,Dureza,HPLC-02,Conforme,Linea A,19:04:56,Lunes
L-2024-0029,Disolucion 30 min,Disolutor-01,Conforme,Linea A,10:22:47,Viernes
L-2024-0071,Humedad,phmetro-01,Fuera de Tendencia (OOT),Linea B,09:00:53,Martes
L-2024-0178,Peso promedio,HPLC-02,Alerta,Linea B,20:36:42,Martes
L-2024-0154,pH,Disolutor-02,Conforme,Linea A,12:11:23,Martes
L-2024-0167,Friabilidad,HPLC-02,Conforme,Linea A,21:04:37,Viernes
L-2024-0108,Espesor,Durometro-02,Conforme,Linea A,07:02:51,Miercoles
L-2024-0207,Peso promedio,Balanza-04,Conforme,linea b,17:15:29,Miercoles
L-2024-0146,Espesor,Balanza-04,Alerta,Linea A,17:22:46,Jueves
L-2024-0138,Espesor,Balanza-04,Conforme,Linea A,13:13:07,Lunes
L-2024-0065,Peso promedio,Balanza-04,Alerta,Linea A,07:20:41,Viernes
L-2024-0150,Disolucion 30 min,Durometro-02,Conforme,Linea A,16:39:17,Lunes
L-2024-0133,Espesor,Durometro-02,Conforme,Linea B,13:29:20,Martes
L-2024-0041,Tiempo de desintegracion,HPLC-01,Conforme,Linea A,16:21:01,Viernes
L-2024-0253,Humedad,Durometro-02,Conforme,Linea A,12:56:07,Martes
L-2024-0240,Tiempo de desintegracion,phmetro-01,Conforme,Linea A,10:11:37,Martes
L-2024-0171,,Balanza-04,Conforme,Linea A,17:02:58,Miercoles
L-2024-0211,Dureza,HPLC-02,Conforme,Linea B,08:03:11,Miercoles
L-2024-0142,Uniformidad de contenido,Durometro-02,Conforme,Linea A,18:52:05,Martes
L-2024-0168,Tiempo de desintegracion,Disolutor-01,Conforme,Linea A,19:05:52,Miercoles
L-2024-0236,Disolucion 30 min,HPLC-02,Conforme,Linea A,14:46:54,Jueves
L-2024-0142,Espesor,HPLC-02,Conforme,Linea A,17:10:36,Martes
L-2024-0002,Peso promedio,Durometro-02,Conforme,Linea A,20:22:42,Jueves
L-2024-0132,pH,HPLC-01,Conforme,Linea A,10:42:04,Viernes
L-2024-0024,pH,Balanza-04,Conforme,Linea A,07:53:27,Miercoles
L-2024-0083,Friabilidad,Balanza-03,Conforme,Linea B,14:27:58,Martes
L-2024-0141,Disolucion 30 min,Balanza-03,Conforme,Linea A,14:18:28,Martes
L-2024-0235,Dureza,Disolutor-01,Conforme,Linea A,18:26:11,Miercoles
L-2024-0164,Dureza,Termobalanza-01,Conforme,Linea A,08:55:23,Miercoles
L-2024-0188,Dureza,Disolutor-02,Conforme,Linea B,16:10:20,Martes
L-2024-0241,Uniformidad de contenido,Disolutor-01,Conforme,Linea A,14:23:09,Viernes
L-2024-0048,pH,HPLC-01,Conforme,Linea A,20:22:19,Martes
L-2024-0202,Dureza,Durometro-01,Conforme,Linea A,18:30:02,Viernes
L-2024-0229,Tiempo de desintegracion,HPLC-02,Conforme,Linea A,21:26:35,Miercoles
L-2024-0003,Dureza,Durometro-01,Fuera de Especificacion (OOS),Linea B,15:56:36,Viernes
L-2024-0208,Dureza,HPLC-01,Conforme,Linea A,18:10:21,Jueves
L-2024-0068,Friabilidad,Balanza-04,Alerta,Linea B,09:30:33,Jueves
L-2024-0143,Humedad,Termobalanza-01,Conforme,linea a,16:03:45,Viernes
L-2024-0208,Friabilidad,Durometro-02,Fuera de Tendencia (OOT),Linea B,07:39:50,Lunes
L-2024-0166,Espesor,Disolutor-02,Conforme,Linea A,16:39:06,Miercoles
L-2024-0015,Disolucion 30 min,Durometro-01,Conforme,Linea A,17:54:31,Lunes
L-2024-0205,pH,phmetro-01,Alerta,Linea B,15:22:14,Jueves
L-2024-0223,Peso promedio,Durometro-01,Conforme,Linea A,21:48:18,Miercoles
L-2024-0139,Uniformidad de contenido,Balanza-04,Conforme,Linea A,14:09:27,Martes
L-2024-0240,Uniformidad de contenido,Durometro-02,Conforme,Linea A,09:09:47,Miercoles
L-2024-0095,Espesor,Durometro-02,Alerta,Linea A,14:28:15,Miercoles
L-2024-0001,Uniformidad de contenido,phmetro-01,Conforme,Linea A,14:15:39,Miercoles
L-2024-0234,Friabilidad,Disolutor-01,Conforme,Linea A,15:14:33,Lunes
L-2024-0085,Disolucion 30 min,HPLC-02,Conforme,Linea A,15:00:04,Martes
L-2024-0123,Friabilidad,HPLC-01,Conforme,Linea A,12:15:57,Miercoles
L-2024-0163,pH,HPLC-02,Conforme,Linea A,17:50:37,Miercoles
L-2024-0121,pH,Disolutor-01,Conforme,Linea B,20:36:23,Viernes
L-2024-0016,Peso promedio,Disolutor-02,Conforme,Linea A,06:03:51,Miercoles
L-2024-0257,Espesor,Balanza-04,Conforme,Linea B,12:07:25,Viernes
L-2024-0154,,Disolutor-01,Conforme,Linea A,08:55:59,Miercoles
L-2024-0017,Peso promedio,Durometro-01,Conforme,Linea B,18:57:30,Viernes
L-2024-0248,Humedad,HPLC-01,Conforme,Linea B,19:56:56,Jueves
L-2024-0085,Dureza,Durometro-01,Fuera de Especificacion (OOS),Linea B,07:59:26,Jueves
L-2024-0173,Friabilidad,Durometro-01,Conforme,Linea A,18:56:21,Jueves
L-2024-0049,Humedad,Balanza-03,Conforme,Linea B,21:34:04,Martes
L-2024-0178,Dureza,Balanza-04,Conforme,Linea B,07:05:47,Jueves
L-2024-0249,Tiempo de desintegracion,HPLC-01,Fuera de Especificacion (OOS),Linea A,13:52:07,Lunes
L-2024-0064,Uniformidad de contenido,Durometro-02,Fuera de Especificacion (OOS),Linea B,10:16:13,Lunes
L-2024-0060,Friabilidad,Durometro-02,Conforme,Linea A,17:04:02,Lunes
L-2024-0188,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,13:10:26,Martes
L-2024-0064,Dureza,Durometro-01,Conforme,Linea A,13:57:44,Martes
L-2024-0179,Espesor,Balanza-04,Conforme,Linea B,10:24:18,Miercoles
L-2024-0002,Espesor,HPLC-01,Conforme,Linea B,07:33:59,Lunes
L-2024-0077,Dureza,Durometro-02,Conforme,Linea B,15:16:43,Miercoles
L-2024-0133,Friabilidad,Balanza-03,Conforme,Linea A,10:54:15,Lunes
L-2024-0042,Tiempo de desintegracion,phmetro-01,Conforme,Linea B,09:57:31,Jueves
L-2024-0232,Peso promedio,HPLC-01,Conforme,Linea A,18:03:13,Martes
L-2024-0195,Peso promedio,HPLC-01,Conforme,Linea A,07:55:47,Miercoles
L-2024-0240,pH,HPLC-02,Conforme,Linea A,06:48:22,Viernes
L-2024-0101,Peso promedio,Balanza-03,Conforme,Linea A,12:47:46,Miercoles
L-2024-0006,Dureza,Durometro-02,Conforme,Linea A,19:24:12,Lunes
L-2024-0161,Uniformidad de contenido,HPLC-02,Conforme,Linea B,14:15:43,Jueves
L-2024-0240,Espesor,HPLC-01,Conforme,Linea A,08:57:01,Viernes
L-2024-0052,Humedad,Termobalanza-01,Conforme,Linea A,10:37:23,Lunes
L-2024-0125,Espesor,HPLC-01,Conforme,Linea B,11:38:14,Miercoles
L-2024-0207,Peso promedio,HPLC-01,Conforme,Linea A,10:25:26,Martes
L-2024-0065,Humedad,,Conforme,Linea B,06:02:54,Miercoles
L-2024-0066,Disolucion 30 min,Termobalanza-01,Conforme,Linea B,21:17:56,Lunes
L-2024-0028,Uniformidad de contenido,Balanza-03,Fuera de Especificacion (OOS),Linea B,15:40:54,Miercoles
L-2024-0240,Tiempo de desintegracion,Durometro-02,Conforme,Linea A,13:44:16,Miercoles
L-2024-0018,Humedad,Durometro-02,Conforme,Linea B,12:54:34,Martes
L-2024-0102,Tiempo de desintegracion,Disolutor-02,Conforme,Linea A,12:37:22,Martes
L-2024-0083,Disolucion 30 min,HPLC-01,Conforme,Linea A,06:20:17,Martes
L-2024-0167,Friabilidad,Disolutor-02,Conforme,Linea B,19:53:03,Jueves
L-2024-0108,Uniformidad de contenido,Disolutor-01,Conforme,Linea A,14:39:32,Lunes
L-2024-0002,Uniformidad de contenido,HPLC-01,Alerta,Linea A,06:34:13,Miercoles
L-2024-0224,Uniformidad de contenido,Durometro-01,Conforme,Linea B,14:22:45,Viernes
L-2024-0041,Friabilidad,phmetro-01,Alerta,linea b,17:50:04,Lunes
L-2024-0167,Disolucion 30 min,Balanza-04,Conforme,linea a,16:37:46,Viernes
L-2024-0216,pH,phmetro-01,Conforme,Linea A,08:26:49,Lunes
L-2024-0038,Tiempo de desintegracion,HPLC-02,Conforme,Linea A,13:13:26,Lunes
L-2024-0064,Dureza,Disolutor-02,Fuera de Especificacion (OOS),Linea A,13:58:35,Miercoles
L-2024-0104,Humedad,Balanza-04,Conforme,Linea B,12:21:11,Jueves
L-2024-0160,Uniformidad de contenido,Disolutor-01,Conforme,Linea B,17:05:49,Lunes
L-2024-0079,Friabilidad,Durometro-02,Conforme,linea b,13:13:06,Martes
L-2024-0203,pH,HPLC-01,Conforme,Linea B,10:44:04,Lunes
L-2024-0113,Humedad,,Conforme,Linea B,09:24:55,Martes
L-2024-0159,Tiempo de desintegracion,Disolutor-02,Conforme,Linea A,11:31:27,Viernes
L-2024-0142,pH,Balanza-04,Conforme,Linea B,11:33:38,Viernes
L-2024-0106,Tiempo de desintegracion,Balanza-04,Conforme,Linea A,12:14:08,Lunes
L-2024-0151,Espesor,Durometro-02,Fuera de Especificacion (OOS),Linea A,20:52:48,Martes
L-2024-0097,Uniformidad de contenido,Durometro-01,Alerta,Linea A,10:59:44,Martes
L-2024-0231,Humedad,HPLC-02,Conforme,Linea A,07:18:20,Miercoles
L-2024-0119,pH,HPLC-01,Conforme,Linea B,17:09:17,Lunes
L-2024-0171,Dureza,Disolutor-01,Alerta,Linea A,18:09:30,Lunes
L-2024-0003,Peso promedio,Balanza-03,Fuera de Especificacion (OOS),linea a,06:07:22,Lunes
L-2024-0245,Peso promedio,phmetro-01,Conforme,Linea A,11:34:46,Miercoles
L-2024-0034,Dureza,Termobalanza-01,Conforme,Linea A,20:03:04,Miercoles
L-2024-0201,Dureza,HPLC-02,Conforme,Linea A,17:50:46,Martes
L-2024-0132,Peso promedio,Termobalanza-01,Alerta,Linea A,07:39:15,Lunes
L-2024-0128,Tiempo de desintegracion,phmetro-01,Conforme,Linea B,06:30:37,Martes
L-2024-0062,Peso promedio,Disolutor-01,Conforme,Linea A,10:22:23,Miercoles
L-2024-0035,Peso promedio,Balanza-04,Conforme,Linea B,17:27:31,Miercoles
L-2024-0143,Disolucion 30 min,Balanza-03,Conforme,Linea B,06:50:52,Viernes
L-2024-0244,Dureza,Durometro-01,Conforme,Linea B,14:08:04,Viernes
L-2024-0159,Espesor,HPLC-02,Alerta,Linea B,09:59:18,Lunes
L-2024-0143,Tiempo de desintegracion,phmetro-01,Conforme,Linea B,17:04:40,Miercoles
L-2024-0193,Tiempo de desintegracion,phmetro-01,Conforme,Linea A,11:11:50,Martes
L-2024-0145,Espesor,Durometro-02,Alerta,Linea B,12:16:55,Lunes
L-2024-0056,Humedad,phmetro-01,Conforme,Linea A,10:39:35,Jueves
L-2024-0194,Uniformidad de contenido,Balanza-04,Alerta,Linea A,13:40:54,Lunes
L-2024-0223,Disolucion 30 min,phmetro-01,Conforme,Linea A,19:23:07,Viernes
L-2024-0031,Dureza,phmetro-01,Conforme,Linea B,09:01:39,Lunes
L-2024-0221,Disolucion 30 min,HPLC-01,Fuera de Tendencia (OOT),Linea A,07:54:56,Jueves
L-2024-0206,Peso promedio,Disolutor-01,Alerta,Linea A,13:32:55,Lunes
L-2024-0221,Peso promedio,HPLC-01,Conforme,Linea A,06:52:49,Miercoles
L-2024-0216,Uniformidad de contenido,Durometro-02,Conforme,Linea A,20:33:35,Miercoles
L-2024-0137,pH,HPLC-01,Conforme,Linea A,12:04:38,Jueves
L-2024-0092,Disolucion 30 min,Disolutor-02,Conforme,Linea A,09:15:22,Miercoles
L-2024-0219,pH,phmetro-01,Conforme,Linea B,11:01:19,Jueves
L-2024-0156,Uniformidad de contenido,,Fuera de Especificacion (OOS),Linea B,13:12:48,Miercoles
L-2024-0111,Disolucion 30 min,Balanza-04,Alerta,linea a,09:31:02,Miercoles
L-2024-0075,Tiempo de desintegracion,Durometro-02,Conforme,Linea B,21:39:25,Martes
L-2024-0199,Humedad,phmetro-01,Conforme,Linea A,13:41:38,Viernes
L-2024-0189,Disolucion 30 min,Disolutor-02,Conforme,Linea B,12:05:44,Lunes
L-2024-0083,Uniformidad de contenido,HPLC-02,Fuera de Especificacion (OOS),Linea A,08:50:42,Lunes
L-2024-0068,Uniformidad de contenido,Durometro-01,Conforme,Linea A,11:50:11,Jueves
L-2024-0091,Peso promedio,HPLC-02,Fuera de Especificacion (OOS),Linea B,11:29:05,Lunes
L-2024-0230,Dureza,Termobalanza-01,Conforme,Linea A,15:24:11,Miercoles
L-2024-0175,Peso promedio,Balanza-04,Conforme,Linea B,09:44:28,Lunes
L-2024-0243,Uniformidad de contenido,Durometro-02,Fuera de Especificacion (OOS),linea b,07:01:28,Lunes
L-2024-0174,Tiempo de desintegracion,HPLC-02,Conforme,Linea B,14:06:59,Miercoles
L-2024-0130,pH,Balanza-03,Conforme,Linea B,07:26:14,Jueves
L-2024-0069,Friabilidad,Disolutor-01,Conforme,Linea A,10:15:39,Lunes
L-2024-0089,Dureza,Disolutor-02,Conforme,Linea A,07:00:40,Martes
L-2024-0022,Espesor,Termobalanza-01,Conforme,Linea A,16:20:03,Martes
L-2024-0198,Dureza,Disolutor-02,Conforme,Linea B,14:41:12,Martes
L-2024-0221,pH,Termobalanza-01,Fuera de Tendencia (OOT),Linea B,10:04:40,Lunes
L-2024-0010,Disolucion 30 min,Disolutor-02,Alerta,Linea B,08:39:32,Jueves
L-2024-0101,Peso promedio,Balanza-04,Conforme,linea b,08:33:47,Miercoles
L-2024-0070,Espesor,Durometro-01,Conforme,Linea B,19:14:51,Lunes
L-2024-0168,pH,Termobalanza-01,Conforme,Linea B,14:38:36,Martes
L-2024-0004,Disolucion 30 min,HPLC-01,Conforme,Linea A,21:13:19,Lunes
L-2024-0111,Humedad,Durometro-02,Fuera de Especificacion (OOS),Linea A,11:05:52,Viernes
L-2024-0190,Espesor,Balanza-04,Conforme,Linea B,16:51:15,Jueves
L-2024-0238,Friabilidad,Balanza-03,Alerta,Linea B,15:12:27,Martes
L-2024-0132,Friabilidad,Termobalanza-01,Conforme,Linea A,17:33:38,Martes
L-2024-0074,Dureza,Durometro-02,Conforme,Linea A,07:05:09,Viernes
L-2024-0255,Espesor,HPLC-02,Conforme,Linea B,14:11:00,Lunes
L-2024-0086,Peso promedio,Disolutor-01,Conforme,Linea B,09:35:36,Miercoles
L-2024-0203,Peso promedio,,Conforme,Linea A,13:10:17,Martes
L-2024-0111,Friabilidad,,Fuera de Tendencia (OOT),Linea A,17:25:33,Jueves
L-2024-0078,Friabilidad,Balanza-03,Alerta,Linea A,11:19:26,Martes
L-2024-0182,pH,phmetro-01,Conforme,Linea B,19:53:11,Viernes
L-2024-0124,Uniformidad de contenido,Termobalanza-01,Conforme,Linea B,07:55:06,Miercoles
L-2024-0114,Uniformidad de contenido,HPLC-01,Conforme,Linea B,15:57:03,Martes
L-2024-0091,Disolucion 30 min,HPLC-01,Alerta,Linea A,16:33:36,Lunes
L-2024-0136,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,15:20:46,Lunes
L-2024-0005,Tiempo de desintegracion,Durometro-02,Alerta,Linea A,12:37:55,Lunes
L-2024-0204,Peso promedio,Durometro-02,Conforme,Linea A,12:10:05,Martes
L-2024-0011,Peso promedio,Termobalanza-01,Conforme,Linea A,11:47:50,Miercoles
L-2024-0076,Disolucion 30 min,Durometro-01,Conforme,linea a,15:03:24,Lunes
L-2024-0171,pH,Balanza-03,Conforme,Linea A,13:59:26,Viernes
L-2024-0043,Dureza,Disolutor-02,Conforme,Linea A,16:00:55,Viernes
L-2024-0233,Dureza,HPLC-02,Conforme,Linea A,20:03:21,Miercoles
L-2024-0202,pH,Disolutor-01,Alerta,Linea A,08:06:55,Martes
L-2024-0210,Friabilidad,Termobalanza-01,Alerta,Linea B,18:55:12,Lunes
L-2024-0108,Humedad,Balanza-03,Conforme,Linea B,12:04:21,Viernes
L-2024-0071,Peso promedio,phmetro-01,Conforme,Linea B,09:37:09,Jueves
L-2024-0116,Dureza,HPLC-02,Conforme,Linea B,10:18:01,Viernes
L-2024-0148,Disolucion 30 min,phmetro-01,Conforme,Linea A,21:09:43,Lunes
L-2024-0106,Peso promedio,Balanza-03,Conforme,Linea B,13:21:46,Lunes
L-2024-0060,Dureza,Durometro-01,Conforme,linea b,17:18:51,Martes
L-2024-0052,Uniformidad de contenido,Durometro-01,Conforme,Linea A,11:10:22,Viernes
L-2024-0090,Disolucion 30 min,Termobalanza-01,Conforme,Linea A,08:39:21,Miercoles
L-2024-0007,pH,Durometro-01,Conforme,Linea B,09:07:12,Miercoles
L-2024-0175,Espesor,Balanza-04,Conforme,Linea A,16:52:52,Lunes
L-2024-0128,pH,Balanza-03,Conforme,Linea A,14:53:00,Lunes
L-2024-0258,Espesor,Termobalanza-01,Alerta,Linea A,20:25:19,Miercoles
L-2024-0210,pH,Balanza-03,Alerta,Linea A,13:14:40,Miercoles
L-2024-0197,Peso promedio,Termobalanza-01,Conforme,Linea B,13:48:05,Lunes
L-2024-0112,Humedad,Balanza-04,Alerta,Linea A,19:48:54,Lunes
L-2024-0115,Tiempo de desintegracion,Balanza-03,Conforme,Linea B,15:05:09,Lunes
L-2024-0222,pH,HPLC-01,Conforme,Linea B,11:53:36,Lunes
L-2024-0244,Dureza,Balanza-04,Conforme,Linea A,14:30:01,Martes
L-2024-0250,Espesor,Disolutor-02,Conforme,Linea A,15:37:34,Viernes
L-2024-0008,Tiempo de desintegracion,,Conforme,Linea A,19:22:37,Martes
L-2024-0177,Espesor,HPLC-02,Conforme,linea b,13:58:09,Martes
L-2024-0164,Peso promedio,Durometro-01,Conforme,Linea B,06:05:09,Lunes
L-2024-0199,Espesor,Balanza-04,Alerta,Linea B,13:06:14,Jueves
L-2024-0063,Disolucion 30 min,Balanza-04,Conforme,Linea B,12:43:12,Viernes
L-2024-0176,pH,Balanza-03,Conforme,Linea A,21:33:32,Jueves
L-2024-0036,,HPLC-02,Conforme,Linea A,18:59:38,Jueves
L-2024-0225,Dureza,HPLC-01,Conforme,Linea A,07:24:09,Martes
L-2024-0127,Friabilidad,Termobalanza-01,Conforme,Linea A,21:58:29,Viernes
L-2024-0190,Espesor,Disolutor-02,Conforme,Linea A,11:40:07,Miercoles
L-2024-0256,Uniformidad de contenido,HPLC-02,Conforme,Linea A,15:13:43,Lunes
L-2024-0138,Tiempo de desintegracion,Termobalanza-01,Conforme,Linea B,06:37:43,Miercoles
L-2024-0012,Peso promedio,phmetro-01,Conforme,Linea A,08:47:19,Martes
L-2024-0160,Uniformidad de contenido,Balanza-04,Conforme,Linea A,18:04:44,Jueves
L-2024-0103,Tiempo de desintegracion,Disolutor-02,Conforme,Linea A,11:41:48,Jueves
L-2024-0143,Peso promedio,Termobalanza-01,Conforme,Linea A,08:50:21,Lunes
L-2024-0016,Peso promedio,Disolutor-02,Conforme,Linea A,06:03:51,Miercoles
L-2024-0221,Uniformidad de contenido,phmetro-01,Conforme,Linea A,16:06:36,Martes
L-2024-0142,Friabilidad,Durometro-01,Alerta,Linea A,14:49:33,Lunes
L-2024-0067,pH,Disolutor-01,Alerta,Linea B,11:03:42,Lunes
L-2024-0170,Dureza,Durometro-01,Conforme,Linea B,09:59:49,Martes
L-2024-0042,pH,Balanza-03,Conforme,Linea A,06:51:48,Lunes
L-2024-0256,Disolucion 30 min,phmetro-01,Conforme,Linea A,06:32:39,Jueves
L-2024-0019,Espesor,Durometro-01,Alerta,Linea B,14:27:51,Martes
L-2024-0159,Uniformidad de contenido,Disolutor-01,Conforme,Linea A,16:01:59,Martes
L-2024-0205,Peso promedio,phmetro-01,Conforme,Linea A,11:24:25,Jueves
L-2024-0204,Espesor,HPLC-01,Conforme,Linea A,16:51:26,Miercoles
